0.000000000000000000e+00;1.924088888888889924e+05;3.069433333333330229e+05;nan
1.000000000000000000e+00;1.759227848101269919e+05;3.077102953586499789e+05;nan
2.000000000000000000e+00;1.765314595660750056e+05;3.076568836291910266e+05;nan
3.000000000000000000e+00;1.773878306815509859e+05;3.078116402034410276e+05;nan
4.000000000000000000e+00;1.784860360360360064e+05;3.079018018018020084e+05;nan
5.000000000000000000e+00;1.794697674418599927e+05;3.077682170542639797e+05;nan
6.000000000000000000e+00;1.847215130023639940e+05;3.077439716312059900e+05;nan
7.000000000000000000e+00;1.854218390804599912e+05;3.077655172413790133e+05;nan
8.000000000000000000e+00;1.862333333333329938e+05;3.078666666666669771e+05;nan
9.000000000000000000e+00;1.876978489613060083e+05;3.077384279480850091e+05;nan
1.000000000000000000e+01;1.880933333333329938e+05;3.079222222222220153e+05;nan
1.100000000000000000e+01;1.907593272171250137e+05;3.076718272171249846e+05;nan
1.200000000000000000e+01;1.914506974096210033e+05;3.076188336179900216e+05;nan
1.300000000000000000e+01;1.925233558846829983e+05;3.075516861270020017e+05;nan
1.400000000000000000e+01;1.934374572583150002e+05;3.077566312891339767e+05;nan
1.500000000000000000e+01;1.942744588744590001e+05;3.078749783549780259e+05;nan
1.600000000000000000e+01;1.966937016997240135e+05;3.076708730656969710e+05;nan
1.700000000000000000e+01;1.975069053708440042e+05;3.076087468030690216e+05;nan
1.800000000000000000e+01;1.984797101449279871e+05;3.076301449275360210e+05;nan
1.900000000000000000e+01;1.993214666673349857e+05;3.076678666628809879e+05;nan
2.000000000000000000e+01;1.759666666666670062e+05;3.080481481481479714e+05;nan
2.100000000000000000e+01;1.766026788715069997e+05;3.084270999349189806e+05;nan
2.200000000000000000e+01;1.775000000000000000e+05;3.085000000000000000e+05;nan
2.300000000000000000e+01;1.784973684210529900e+05;3.085387811634350219e+05;nan
2.400000000000000000e+01;1.794912846635440073e+05;3.085058102243739995e+05;nan
2.500000000000000000e+01;1.801315315309459984e+05;3.087915915832180181e+05;nan
2.600000000000000000e+01;1.829571428571429860e+05;3.089000000000000000e+05;nan
2.700000000000000000e+01;1.835809523809519887e+05;3.088428571428569849e+05;nan
2.800000000000000000e+01;1.845231611893580121e+05;3.085206572769950144e+05;nan
2.900000000000000000e+01;1.855000000000000000e+05;3.085000000000000000e+05;nan
3.000000000000000000e+01;1.864731182782870019e+05;3.085293906817359966e+05;nan
3.100000000000000000e+01;1.875512590712670062e+05;3.085531121283050161e+05;nan
3.200000000000000000e+01;1.884406982509499940e+05;3.085812468841919908e+05;nan
3.300000000000000000e+01;1.894256259407039906e+05;3.087770538521439885e+05;nan
3.400000000000000000e+01;1.906634246696959890e+05;3.085418786603800254e+05;nan
3.500000000000000000e+01;1.915000000000000000e+05;3.085000000000000000e+05;nan
3.600000000000000000e+01;1.925000000000000000e+05;3.085000000000000000e+05;nan
3.700000000000000000e+01;1.935000000000000000e+05;3.085000000000000000e+05;nan
3.800000000000000000e+01;1.944965053763439937e+05;3.085038172043010127e+05;nan
3.900000000000000000e+01;1.955097412837650045e+05;3.085657757773849880e+05;nan
4.000000000000000000e+01;1.965001018741370062e+05;3.085001033212210168e+05;nan
4.100000000000000000e+01;1.975000000000000000e+05;3.085000000000000000e+05;nan
4.200000000000000000e+01;1.985000000000000000e+05;3.085000000000000000e+05;nan
4.300000000000000000e+01;1.993383728180440085e+05;3.085529379181049881e+05;nan
4.400000000000000000e+01;1.768827034667459957e+05;3.093157446808509994e+05;nan
4.500000000000000000e+01;1.775000000000000000e+05;3.095000000000000000e+05;nan
4.600000000000000000e+01;1.785000000000000000e+05;3.095000000000000000e+05;nan
4.700000000000000000e+01;1.795000000000000000e+05;3.095000000000000000e+05;nan
4.800000000000000000e+01;1.804302759134969965e+05;3.095666327706599841e+05;nan
4.900000000000000000e+01;1.811111111111110076e+05;3.098787878787880181e+05;nan
5.000000000000000000e+01;1.828349725560010120e+05;3.095803738317760290e+05;nan
5.100000000000000000e+01;1.835000000000000000e+05;3.095000000000000000e+05;nan
5.200000000000000000e+01;1.845000000000000000e+05;3.095000000000000000e+05;nan
5.300000000000000000e+01;1.855000000000000000e+05;3.095000000000000000e+05;nan
5.400000000000000000e+01;1.865000000000000000e+05;3.095000000000000000e+05;nan
5.500000000000000000e+01;1.875000000000000000e+05;3.095000000000000000e+05;nan
